"estacion_de_peaje","anio","mes","codigo_estacion","departamento","trafico_efectivo_i","trafico_efectivo_ie","trafico_efectivo_iea","trafico_efectivo_ieb","trafico_efectivo_iee","trafico_efectivo_ieq","trafico_efectivo_ii","trafico_efectivo_iia","trafico_efectivo_iie","trafico_efectivo_iiee","trafico_efectivo_iieq","trafico_efectivo_iie_rev","trafico_efectivo_iii","trafico_efectivo_iiie","trafico_efectivo_iiip","trafico_efectivo_iiig","trafico_efectivo_iv","trafico_efectivo_vi","trafico_efectivo_vii","trafico_efectivo_ieb_2","trafico_efectivo_ive","trafico_efectivo_v","trafico_efectivo_v_b","trafico_efectivo_v_b_a","trafico_efectivo_v_e","trafico_total","vehiculos_iprev_i","vehiculos_iprev_ie","vehiculos_iprev_iea","vehiculos_iprev_ieb","vehiculos_iprev_ieq","vehiculos_iprev_ii","vehiculos_iprev_iie","vehiculos_iprev_iiee","vehiculos_iprev_iieq","vehiculos_iprev_iii","vehiculos_iprev_iiie","vehiculos_iprev_iiip","vehiculos_iprev_iiig","vehiculos_iprev_iv","vehiculos_iprev_ive","vehiculos_iprev_v","vehiculos_iprev_vb","vehiculos_iprev_ve","vehiculos_iprev_vi","vehiculos_iprev_vii","total_veh_iprev","ejes_iprev_ejes_grua","ejes_iprev_ejes_remolque","ejes_iprev_ejes_adicionales","ejes_iprev_ejes_caneros","total_ejes","ejes_efectivo_ejes_grua","ejes_efectivo_ejes_remolque","ejes_efectivo_ejes_adicionales","ejes_efectivo_ejes_caneros","total_ejes_2","tiquetes_prepago_i","tiquetes_prepago_ie","tiquetes_prepago_iea","tiquetes_prepago_ieb","tiquetes_prepago_ieq","tiquetes_prepago_ii","tiquetes_prepago_iii","tiquetes_prepago_iie","tiquetes_prepago_iiee","tiquetes_prepago_iieq","tiquetes_prepago_iii_2","tiquetes_prepago_iiie","tiquetes_prepago_iiip","tiquetes_prepago_iiig","tiquetes_prepago_iv","tiquetes_prepago_ive","tiquetes_prepago_v","tiquetes_prepago_vb","tiquetes_prepago_ve","tiquetes_prepago_vi","tiquetes_prepago_vii","total_prepagos","evasores_unidad_i","evasores_unidad_ie","evasores_unidad_iea","evasores_unidad_ieb","evasores_unidad_ieq","evasores_unidad_ii","evasores_unidad_iie","evasores_unidad_iiee","evasores_unidad_iieq","evasores_unidad_iii","evasores_unidad_iiie","evasores_unidad_iiig","evasores_unidad_iiip","evasores_unidad_iv","evasores_unidad_ive","evasores_unidad_v","evasores_unidad_vi","evasores_unidad_vii","evasores_unidad_vb","evasores_unidad_ve","total_evasores","veh_res_3694_de_2007_ie","veh_res_3694_de_2007_iie","veh_res_3694_de_2007_total","total_veh_efectivo_prepagos","exentos_res0000015_koran","exentos_ley_787_2002_i","exentos_ley_787_2002_ii","exentos_ley_787_2002_iii","exentos_ley_787_2002_iiip","exentos_ley_787_2002_iiig","exentos_ley_787_2002_iv","exentos_ley_787_2002_v","exentos_ley_787_2002_vb","exentos_ley_787_2002_vi","exentos_ley_787_2002_vii","exentos_ley_787_2002_total","ea","eg","er","total_veh_efectivo_prepagos_1","exentos_res0000015_koran_1","exentos_emergencia_vial_cat","exentos_emergencia_vial_cat_1","exentos_emergencia_vial_total","exonerados_invias_i","exonerados_invias_ii","exonerados_invias_iii","exonerados_invias_iv","exonerados_invias_v","exonerados_invias_vi","exonerados_invias_vii","exonerados_invias_iiip","exonerados_invias_iiig","total_exonerados_invias"
"EL KORAN","2023","Julio","00070","CUNDINAMARCA","78007","546",,,,,"3362",,"0","0",,,"0","0","23643","11453","10864","25651","0",,"0","11652",,"0","0","165178",,,,,,,,,,,,,,,,,,,,,,,,,,,"127","541","100","-","768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2023","Agosto","00005","BOYACA","97803","0",,,,,"29773",,"0","0",,,"3126","0","0","0","1770","0",,,"0","9650",,"0","0","142122",,,,,,,,,,,,,,,,,,,,,,,,,,,"36","86","15","-","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2023","Agosto","00006","CUNDINAMARCA","38821","633",,,,,"24561",,"0","0",,,"4898","0","0","0","2347","0",,,"0","5573",,"0","0","76833",,,,,,,,,,,,,,,,,,,,,,,,,,,"71","394","16","-","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2023","Agosto","00020","ANTIOQUIA","50937","162",,,,,"38132",,"1260","0",,,"5676","0","0","0","6481","0",,,"0","15376",,"0","0","118024",,,,,,,,,,,,,,,,,,,,,,,,,,,"75","364","8","-","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2023","Agosto","00009","CORDOBA","17611","0",,,,,"2710",,"0","0",,,"8290","0","0","0","7381","6305","13438",,"0","4705",,"0","0","60440",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2023","Agosto","00012","BOYACA","28272","14080",,,,,"11240",,"5413","0",,,"1030","0","0","0","1753","0","0",,"0","3877",,"0","0","65665",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","6","22","-","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2023","Agosto","00013","CAUCA","53496","0",,,,,"37252",,"0","0",,,"3508","0","0","0","4412","0","0",,"0","8798",,"0","0","107466",,,,,,,,,,,,,,,,,,,,,,,,,,,"30","20","6","-","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2023","Agosto","00027","SANTANDER","50829","698",,,,,"32606",,"0","0",,,"4038","0","0","0","4336","0","0",,"0","28138",,"0","0","120645",,,,,,,,,,,,,,,,,,,,,,,,,,,"92","56","15","-","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2023","Agosto","00028","VALLE DEL CAUCA","22655","0",,,,,"8136",,"0","0",,,"2173","0","0","0","3125","0","0",,"0","6408",,"0","0","42497",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","430","18","944","1400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2023","Agosto","00030","BOYACA","144497","0",,,,,"23632",,"0","0",,,"1799","0","0","0","537","0","0",,"0","747",,"0","0","171212",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","18","-","-","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2023","Agosto","00031","CALDAS","19785","0",,,,,"6997",,"0","0",,,"96","0","0","0","117","0","0",,"0","363",,"0","0","27358",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","58","-","-","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2023","Agosto","00036","ANTIOQUIA","37721","2087",,,,,"29135",,"0","0",,,"4555","0","0","0","6409","0","0",,"0","15266",,"0","0","95173",,,,,,,,,,,,,,,,,,,,,,,,,,,"46","243","9","-","298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2023","Agosto","00037","VALLE DEL CAUCA","20839","3113",,,,,"6934",,"530","0",,,"2452","0","0","0","2305","0","0",,"0","5317",,"0","0","41490",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","102","15","654","777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2023","Agosto","00045","NARIÑO","41811","0",,,,,"30693",,"0","0",,,"2336","0","0","0","3767","0","0",,"0","8103",,"0","0","86710",,,,,,,,,,,,,,,,,,,,,,,,,,,"30","12","6","-","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2023","Agosto","00039","CUNDINAMARCA","220125","0",,,,,"67619",,"0","0",,,"15524","0","0","0","7653","0","0",,"0","12186",,"0","0","323107",,,,,,,,,,,,,,,,,,,,,,,,,,,"80","268","6","-","354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2023","Agosto","00040","BOYACA","51222","1575",,,,,"27451",,"0","0",,,"4499","0","0","0","2860","0","0",,"0","6307",,"0","0","93914",,,,,,,,,,,,,,,,,,,,,,,,,,,"43","207","6","-","256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2023","Agosto","00041","SANTANDER","61103","7396",,,,,"37056",,"0","0",,,"4068","0","0","0","4316","0","0",,"0","15512",,"0","0","129451",,,,,,,,,,,,,,,,,,,,,,,,,,,"62","253","18","-","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2023","Agosto","00042","SANTANDER","88087","0",,,,,"45721",,"0","0",,,"4738","0","0","0","4566","0","0",,"0","15966",,"0","0","159078",,,,,,,,,,,,,,,,,,,,,,,,,,,"58","1072","17","-","1147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2023","Agosto","00043","SANTANDER","94500","0",,,,,"49832",,"0","0",,,"8135","0","0","0","4764","0","0",,"0","15740",,"0","0","172971",,,,,,,,,,,,,,,,,,,,,,,,,,,"63","249","17","-","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2023","Agosto","00044","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2023","Agosto","00046","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2023","Agosto","#N/D","CESAR","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2023","Agosto","#N/D","CESAR","38523","233",,,,,"13706",,"0","0",,,"760","0","0","0","585","0","0",,"0","1792",,"0","0","55599",,,,,,,,,,,,,,,,,,,,,,,,,,,"14","25","-","-","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2023","Agosto","00051","CESAR","90639","7172",,,,,"6066",,"0","0",,,"7595","0","0","0","6140","950","2714",,"0","1232",,"261","0","122769",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2023","Agosto","00052","CESAR","30589","0",,,,,"4543",,"0","0",,,"5251","0","0","0","5067","772","2740",,"0","1049",,"239","0","50250",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2023","Agosto","00032","GUAJIRA","128125","0",,,,,"16603",,"0","0",,,"1460","0","0","0","622","0","0",,"0","2329",,"0","0","149139",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","146","9","-","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2023","Agosto","00054","ANTIOQUIA","103547","15452",,,,,"9701",,"2743","0",,,"25342","231","0","0","11761","10436","14997",,"113","9205",,"0","0","203528",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2023","Agosto","00055","ANTIOQUIA","77850","0",,,,,"6863",,"0","0",,,"25302","0","0","0","11636","7584","15850",,"0","7287",,"0","0","152372",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2023","Agosto","00065","VALLE DEL CAUCA","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITOS II","2023","Agosto","00066","RISARALDA","231925","9524",,,,,"100546",,"0","0",,,"25614","0","0","0","21309","0","0",,"0","48335",,"0","0","437253",,,,,,,,,,,,,,,,,,,,,,,,,,,"90","622","52","-","764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA TOL","2023","Agosto","00067","TOLIMA","47221","4",,,,,"32310",,"312","0",,,"7689","0","0","0","5462","0","0",,"0","16780",,"0","0","109778",,,,,,,,,,,,,,,,,,,,,,,,,,,"22","449","20","-","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA QUI","2023","Agosto","00068","QUINDIO","47720","25",,,,,"33287",,"233","0",,,"8381","0","0","0","6926","0","0",,"0","16721",,"0","0","113293",,,,,,,,,,,,,,,,,,,,,,,,,,,"67","445","27","-","539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PARADA","2023","Agosto","00069","NORTE DE SAN","363773","202605",,,,,"5708",,"26255","0",,,"250","0","0","0","29","0","0",,"0","138",,"0","0","598758",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL KORAN","2023","Agosto","00070","CUNDINAMARCA","70018","525",,,,,"3029",,"0","0",,,"0","0","24506","11796","11026","27305","0",,"0","12382",,"0","0","160587",,,,,,,,,,,,,,,,,,,,,,,,,,,"143","286","70","-","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2023","Septiembre","00005","BOYACA","78180","0",,,,,"28078",,"0","0",,,"2843","0","0","0","1416","0","0",,"0","9151",,"0","0","119668",,,,,,,,,,,,,,,,,,,,,,,,,,,"40","79","3","-","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2023","Septiembre","00006","CUNDINAMARCA","28431","594",,,,,"22473",,"0","0",,,"5512","0","0","0","2237","0","0",,"0","5714",,"0","0","64961",,,,,,,,,,,,,,,,,,,,,,,,,,,"62","353","14","-","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2023","Septiembre","00020","ANTIOQUIA","43619","164",,,,,"37682",,"1242","0",,,"5915","0","0","0","6488","0","0",,"0","15294",,"0","0","110404",,,,,,,,,,,,,,,,,,,,,,,,,,,"95","344","23","-","462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2023","Septiembre","00009","CORDOBA","16274","0",,,,,"2719",,"0","0",,,"7980","0","0","0","6858","5948","13214",,"0","4786",,"0","0","57779",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2023","Septiembre","00012","BOYACA","17903","13676",,,,,"7326",,"5417","0",,,"337","0","0","0","19","0","0",,"0","18",,"0","0","44696",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","4","-","-","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2023","Septiembre","00013","CAUCA","47052","0",,,,,"36441",,"0","0",,,"3490","0","0","0","4237","0","0",,"0","8882",,"0","0","100102",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2023","Septiembre","00027","SANTANDER","44339","683",,,,,"28971",,"0","0",,,"3601","0","0","0","2791","0","0",,"0","20334",,"0","0","100719",,,,,,,,,,,,,,,,,,,,,,,,,,,"85","42","5","-","132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2023","Septiembre","00028","VALLE DEL CAUCA","18734","0",,,,,"7265",,"0","0",,,"1798","0","0","0","2516","0","0",,"0","5218",,"0","0","35531",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","438","8","375","826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2023","Septiembre","00030","BOYACA","112925","0",,,,,"22577",,"0","0",,,"1813","0","0","0","510","0","0",,"0","652",,"0","0","138477",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","13","2","-","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2023","Septiembre","00031","CALDAS","18447","0",,,,,"6716",,"0","0",,,"43","0","0","0","85","0","0",,"0","293",,"0","0","25584",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","56","-","-","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2023","Septiembre","00036","ANTIOQUIA","31683","2028",,,,,"28683",,"0","0",,,"5048","0","0","0","6454","0","0",,"0","15255",,"0","0","89151",,,,,,,,,,,,,,,,,,,,,,,,,,,"59","260","23","-","342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2023","Septiembre","00037","VALLE DEL CAUCA","17710","2957",,,,,"5591",,"503","0",,,"1953","0","0","0","1767","0","0",,"0","3995",,"0","0","34476",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","84","6","523","621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2023","Septiembre","00045","NARIÑO","34909","0",,,,,"30118",,"0","0",,,"2237","0","0","0","3725","0","0",,"0","8268",,"0","0","79257",,,,,,,,,,,,,,,,,,,,,,,,,,,"30","8","2","-","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2023","Septiembre","00039","CUNDINAMARCA","189580","0",,,,,"65656",,"0","0",,,"14186","0","0","0","7822","0","0",,"0","13096",,"0","0","290340",,,,,,,,,,,,,,,,,,,,,,,,,,,"91","234","14","-","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2023","Septiembre","00040","BOYACA","37555","1438",,,,,"25781",,"0","0",,,"3974","0","0","0","2676","0","0",,"0","6203",,"0","0","77627",,,,,,,,,,,,,,,,,,,,,,,,,,,"38","183","9","-","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2023","Septiembre","00041","SANTANDER","46305","7507",,,,,"34690",,"0","0",,,"3609","0","0","0","3802","0","0",,"0","14815",,"0","0","110728",,,,,,,,,,,,,,,,,,,,,,,,,,,"53","256","13","-","322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2023","Septiembre","00042","SANTANDER","70525","0",,,,,"43184",,"0","0",,,"4547","0","0","0","4011","0","0",,"0","15294",,"0","0","137561",,,,,,,,,,,,,,,,,,,,,,,,,,,"58","1306","12","-","1376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2023","Septiembre","00043","SANTANDER","76659","0",,,,,"48018",,"0","0",,,"7455","0","0","0","4319","0","0",,"0","14950",,"0","0","151401",,,,,,,,,,,,,,,,,,,,,,,,,,,"66","206","13","-","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2023","Septiembre","00044","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2023","Septiembre","00046","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2023","Septiembre","#N/D","CESAR","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2023","Septiembre","#N/D","CESAR","35558","242",,,,,"14703",,"0","0",,,"795","0","0","0","2369","0","0",,"0","9983",,"0","0","63650",,,,,,,,,,,,,,,,,,,,,,,,,,,"14","26","-","-","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2023","Septiembre","00051","CESAR","86874","7542",,,,,"6160",,"0","0",,,"7889","0","0","0","6485","965","2865",,"0","1303",,"361","0","120444",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2023","Septiembre","00052","CESAR","29115","0",,,,,"4633",,"0","0",,,"5505","0","0","0","5127","748","2816",,"0","1023",,"242","0","49209",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2023","Septiembre","00032","GUAJIRA","124644","0",,,,,"16667",,"0","0",,,"1363","0","0","0","689","0","0",,"0","2442",,"0","0","145805",,,,,,,,,,,,,,,,,,,,,,,,,,,"12","180","56","-","248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2023","Septiembre","00054","ANTIOQUIA","75674","15421",,,,,"8643",,"2497","0",,,"25296","243","0","0","11580","10514","14904",,"114","9299",,"0","0","174185",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2023","Septiembre","00055","ANTIOQUIA","55286","0",,,,,"6410",,"0","0",,,"25288","0","0","0","11400","7626","15969",,"0","7277",,"0","0","129256",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2023","Septiembre","00065","VALLE DEL CAUCA","0","0",,,,,"0",,"0","0",,,,"0","0","0",,"0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
